date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:02:05	22850/22850	---M-Z	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2019:02:10%20GMT	https://reinter2.furg.br/index.php?option=com_content&view=article&id=359&Itemid=480	C:/Users/FURG%20-%20155215/Desktop/reinter-antigo/site-reinter-antigo/reinter2.furg.br/indexdf35.html	(from https://reinter2.furg.br/)
16:02:06	22107/22107	---M-Z	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2019:02:10%20GMT	https://reinter2.furg.br/index.php?option=com_content&view=article&id=653&Itemid=428	C:/Users/FURG%20-%20155215/Desktop/reinter-antigo/site-reinter-antigo/reinter2.furg.br/index0c5d.html	(from https://reinter2.furg.br/)
16:02:07	17310/17310	---M-Z	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2019:02:11%20GMT	https://reinter2.furg.br/index.php?option=com_content&view=article&id=741:newsletter-dezembro-2023&catid=8&Itemid=137	C:/Users/FURG%20-%20155215/Desktop/reinter-antigo/site-reinter-antigo/reinter2.furg.br/index7597.html	(from https://reinter2.furg.br/)
16:02:07	405090/405090	---MCZ	200	added ('OK')	image/png	etag:%2262e62-5e2bf95c8c4e6-gzip%22	https://reinter2.furg.br/images/newsletter.png	C:/Users/FURG%20-%20155215/Desktop/reinter-antigo/site-reinter-antigo/reinter2.furg.br/images/newsletter.png	(from https://reinter2.furg.br/)
16:02:07	96509/96509	---MCZ	200	added ('OK')	image/png	etag:%22178fd-5f2746244757a-gzip%22	https://reinter2.furg.br/images/Apresentao_Newsletter_225321px.png	C:/Users/FURG%20-%20155215/Desktop/reinter-antigo/site-reinter-antigo/reinter2.furg.br/images/Apresentao_Newsletter_225321px.png	(from https://reinter2.furg.br/)
16:02:07	362658/362658	---MCZ	200	added ('OK')	image/jpeg	etag:%22588a2-604b16219d65a-gzip%22	https://reinter2.furg.br/images/REDES.jpg	C:/Users/FURG%20-%20155215/Desktop/reinter-antigo/site-reinter-antigo/reinter2.furg.br/images/REDES.jpg	(from https://reinter2.furg.br/)
16:02:07	373447/373447	---MCZ	200	added ('OK')	image/png	etag:%225b2c7-5a06c40889dda-gzip%22	https://reinter2.furg.br/images/insta.png	C:/Users/FURG%20-%20155215/Desktop/reinter-antigo/site-reinter-antigo/reinter2.furg.br/images/insta.png	(from https://reinter2.furg.br/)
16:02:08	1149537/1149537	---MCZ	200	added ('OK')	image/png	etag:%22118a61-5f3167e09dfa8-gzip%22	https://reinter2.furg.br/images/A4_-_7.png	C:/Users/FURG%20-%20155215/Desktop/reinter-antigo/site-reinter-antigo/reinter2.furg.br/images/A4_-_7.png	(from https://reinter2.furg.br/)
16:02:08	104131/104131	---MCZ	200	added ('OK')	image/png	etag:%22196c3-5f38f94a37e8a-gzip%22	https://reinter2.furg.br/images/Mapa_de_Convnios2.png	C:/Users/FURG%20-%20155215/Desktop/reinter-antigo/site-reinter-antigo/reinter2.furg.br/images/Mapa_de_Convnios2.png	(from https://reinter2.furg.br/)
16:02:08	0/0	---M-Z	303	error ('See%20other')	text/html	date:Mon,%2009%20Jun%202025%2019:02:13%20GMT	https://reinter2.furg.br/index.php?option=com_banners&task=click&id=2	C:/Users/FURG%20-%20155215/Desktop/reinter-antigo/site-reinter-antigo/reinter2.furg.br/index22d3.php	(from https://reinter2.furg.br/)
16:02:08	67898/67898	---MCZ	200	added ('OK')	image/png	etag:%221093a-581f0371aa181-gzip%22	https://reinter2.furg.br/images/banners/c2.png	C:/Users/FURG%20-%20155215/Desktop/reinter-antigo/site-reinter-antigo/reinter2.furg.br/images/banners/c2.png	(from https://reinter2.furg.br/)
16:02:09	25208/25208	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%226278-5fffeae9f3a00-gzip%22	https://reinter2.furg.br/media/jui/fonts/IcoMoon.eot	C:/Users/FURG%20-%20155215/Desktop/reinter-antigo/site-reinter-antigo/reinter2.furg.br/media/jui/fonts/IcoMoon.eot	(from https://reinter2.furg.br/templates/protostar/css/template.css?eb3ca7824ad2990eef19969175cead0f)
16:02:09	25208/25208	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%226278-5fffeae9f3a00-gzip%22	https://reinter2.furg.br/media/jui/fonts/IcoMoon.eot?	C:/Users/FURG%20-%20155215/Desktop/reinter-antigo/site-reinter-antigo/reinter2.furg.br/media/jui/fonts/IcoMoond41d.eot	(from https://reinter2.furg.br/templates/protostar/css/template.css?eb3ca7824ad2990eef19969175cead0f)
16:02:09	25424/25424	---M-Z	200	added ('OK')	application/x-font-woff	etag:%226350-5fffeae9f3a00-gzip%22	https://reinter2.furg.br/media/jui/fonts/IcoMoon.woff	C:/Users/FURG%20-%20155215/Desktop/reinter-antigo/site-reinter-antigo/reinter2.furg.br/media/jui/fonts/IcoMoon.woff	(from https://reinter2.furg.br/templates/protostar/css/template.css?eb3ca7824ad2990eef19969175cead0f)
16:02:09	25044/25044	---M-Z	200	added ('OK')	text/html	etag:%2261d4-5fffeae9f3a00-gzip%22	https://reinter2.furg.br/media/jui/fonts/IcoMoon.ttf	C:/Users/FURG%20-%20155215/Desktop/reinter-antigo/site-reinter-antigo/reinter2.furg.br/media/jui/fonts/IcoMoon.html	(from https://reinter2.furg.br/templates/protostar/css/template.css?eb3ca7824ad2990eef19969175cead0f)
16:02:10	86043/86043	---M-Z	200	added ('OK')	image/svg+xml	etag:%221501b-5fffeae9f3a00-gzip%22	https://reinter2.furg.br/media/jui/fonts/IcoMoon.svg	C:/Users/FURG%20-%20155215/Desktop/reinter-antigo/site-reinter-antigo/reinter2.furg.br/media/jui/fonts/IcoMoon.svg	(from https://reinter2.furg.br/templates/protostar/css/template.css?eb3ca7824ad2990eef19969175cead0f)
16:02:10	782/782	---M-Z	200	added ('OK')	application/opensearchdescription+xml	date:Mon,%2009%20Jun%202025%2019:02:15%20GMT	https://reinter2.furg.br/index.php?option=com_search&view=article&id=41&Itemid=128&format=opensearch	C:/Users/FURG%20-%20155215/Desktop/reinter-antigo/site-reinter-antigo/reinter2.furg.br/index7b31.php	(from https://reinter2.furg.br/index.php?option=com_content&view=article&id=41&Itemid=128)
16:02:10	3709/3709	---M-Z	200	added ('OK')	text/css	etag:%22e7d-59c92382fa59e-gzip%22	https://reinter2.furg.br/modules/mod_djimageslider/themes/default/css/djimageslider.css	C:/Users/FURG%20-%20155215/Desktop/reinter-antigo/site-reinter-antigo/reinter2.furg.br/modules/mod_djimageslider/themes/default/css/djimageslider.css	(from https://reinter2.furg.br/index.php?option=com_content&view=article&id=41&Itemid=128)
16:02:10	3511/3511	---M-Z	200	added ('OK')	application/javascript	etag:%22db7-59c92382ff3be-gzip%22	https://reinter2.furg.br/media/djextensions/jquery-easing/jquery.easing.min.js	C:/Users/FURG%20-%20155215/Desktop/reinter-antigo/site-reinter-antigo/reinter2.furg.br/media/djextensions/jquery-easing/jquery.easing.min.js	(from https://reinter2.furg.br/index.php?option=com_content&view=article&id=41&Itemid=128)
16:02:11	8055/8055	---M-Z	200	added ('OK')	application/javascript	etag:%221f77-59c92382f76bd-gzip%22	https://reinter2.furg.br/modules/mod_djimageslider/assets/js/slider.js?v=4.1.1	C:/Users/FURG%20-%20155215/Desktop/reinter-antigo/site-reinter-antigo/reinter2.furg.br/modules/mod_djimageslider/assets/js/slider188f.js	(from https://reinter2.furg.br/index.php?option=com_content&view=article&id=41&Itemid=128)
16:02:12	21650/21650	---M-Z	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2019:02:16%20GMT	https://reinter2.furg.br/index.php?option=com_content&view=article&id=1113:reitora-e-secretario-de-relacoes-internacionais-da-furg-participam-de-forum-de-reitores-brasil-china-2&catid=18&Itemid=137	C:/Users/FURG%20-%20155215/Desktop/reinter-antigo/site-reinter-antigo/reinter2.furg.br/index4156.html	(from https://reinter2.furg.br/index.php?option=com_content&view=article&id=41&Itemid=128)
16:02:13	21648/21648	---M-Z	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2019:02:18%20GMT	https://reinter2.furg.br/index.php?option=com_content&view=article&id=1112:reitora-e-secretario-de-relacoes-internacionais-da-furg-participam-de-forum-de-reitores-brasil-china&catid=18&Itemid=137	C:/Users/FURG%20-%20155215/Desktop/reinter-antigo/site-reinter-antigo/reinter2.furg.br/index850e.html	(from https://reinter2.furg.br/index.php?option=com_content&view=article&id=41&Itemid=128)
16:02:13	21402/21402	---M-Z	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2019:02:18%20GMT	https://reinter2.furg.br/index.php?option=com_content&view=article&id=1111:inscricoes-abertas-para-o-programa-internacional-de-formacao-de-jovens-lideres-aspire-leaders-program&catid=18&Itemid=137	C:/Users/FURG%20-%20155215/Desktop/reinter-antigo/site-reinter-antigo/reinter2.furg.br/index09ab.html	(from https://reinter2.furg.br/index.php?option=com_content&view=article&id=41&Itemid=128)
